brand_name,price,original_price,description,sizes,product_url
Flying Machine,1199,2499,Men Tapered Fit Jeans,Sizes: 30,https://www.myntra.comjeans/flying+machine/flying-machine-men-tapered-fit-light-fade-stretchable-jeans/32074578/buy
Pepe Jeans,3449,4599,Stretchable Skinny Fit Jeans,Sizes: 30,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-men-heavy-fade-stretchable-skinny-fit-jeans/32598122/buy
max,599,N/A,Girls Stretchable Jeans,Sizes: 3-4Y,https://www.myntra.comjeans/max/max-girls-mid-rise-clean-look-stretchable-jeans/27386038/buy
glitchez,655,1599,Men Regular Fit Jeans,Sizes: 36,https://www.myntra.comjeans/glitchez/glitchez-men-timeless-classic-regular-fit-light-fade-jeans/32033067/buy
AD By Arvind,1499,2499,Men Mid Rise Jeans,Sizes: 36,https://www.myntra.comjeans/ad+by+arvind/ad-by-arvind-men-relaxed-tapered-fit-mid-rise-jeans/32466339/buy
max,559,699,Boys Stretchable Jeans,Sizes: 15-16Y,https://www.myntra.comjeans/max/max-boys-mid-rise-light-fade-clean-look-stretchable-jeans/28656112/buy
Moda Rapido,1289,2999,Smart Stretchable Jeans,Sizes: 30,https://www.myntra.comjeans/moda+rapido/moda-rapido-men-smart-stretchable-jeans/24230604/buy
Pepe Jeans,3999,N/A,Men Slim Fit Jeans,Sizes: 32,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-men-vapour-slim-fit-light-fade-stretchable-jeans/33229461/buy
Roadster,759,1899,Men Cotton Jeans,Sizes: 30,https://www.myntra.comjeans/roadster/the-roadster-life-co-men-pure-cotton-jeans/32530668/buy
glitchez,703,1599,Women Baggy Wide Leg Jeans,Sizes: 34,https://www.myntra.comjeans/glitchez/glitchez-women-street-sassy-baggy-wide-leg-high-rise-light-fade-jeans/31178407/buy
Levis,2111,3299,Men Slim Tapered Fit Jeans,Sizes: 38,https://www.myntra.comjeans/levis/levis-men-slim-tapered-fit-light-fade-stretchable-jeans/31579386/buy
Roadster,949,2999,Men Relaxed-Fit Casual Jeans,Sizes: 38,https://www.myntra.comjeans/roadster/the-roadster-lifestyle-co-men-blue-relaxed-fit-mid-rise-light-fade-original-jeans/29808162/buy
HERE&NOW,704,1499,Men Jeans,Sizes: 32,https://www.myntra.comjeans/here%26now/herenow-men-stretchable-jeans/31986608/buy
Levis,1471,3199,Men 512 Slim Fit Jeans,Sizes: 32,https://www.myntra.comjeans/levis/levis-men-512-slim-fit-light-fade-stretchable-jeans/25756736/buy
Mast & Harbour,778,1899,Men Slim Fit Jeans,Sizes: 28,https://www.myntra.comjeans/mast+%26+harbour/mast--harbour-men-slim-fit-cut--sew-panel-jeans/31387110/buy
WROGN,1039,2599,Slim Fit Mid-Rise Jeans,Sizes: 30,https://www.myntra.comjeans/wrogn/wrogn-men-comfort-slim-fit-mid-rise-jeans/31551689/buy
Levis,1379,2999,Men 512 Slim Fit Jeans,Sizes: 40,https://www.myntra.comjeans/levis/levis-men-512-slim-fit-light-fade-stretchable-jeans/25756698/buy
WROGN,1325,2599,Men Slim Fit Jeans,Sizes: 30,https://www.myntra.comjeans/wrogn/wrogn-men-black-slim-fit-mid-rise-clean-look-stretchable-jeans/10187447/buy
glitchez,615,2199,Women Slouchy Heavy Fade Jeans,Sizes: 28,https://www.myntra.comjeans/glitchez/glitchez-women-bow-detail-slouchy-heavy-fade-jeans/33101841/buy
Stylecast X Kotty,524,2499,Women Straight Fit Jeans,Sizes: 30,https://www.myntra.comjeans/stylecast+x+kotty/stylecast-x-kotty-women-jean-straight-fit-high-rise-stretchable-jeans/31359183/buy
Kotty,699,2499,Women Wide Leg High-Rise Jeans,Sizes: 26,https://www.myntra.comjeans/kotty/kotty-women-jean-wide-leg-high-rise-stretchable-jeans/30975149/buy
WROGN,1297,2199,Men Slim Fit Jeans,Sizes: 32,https://www.myntra.comjeans/wrogn/wrogn-men-mid-rise-slim-fit-stretchable-jeans/21979124/buy
Pepe Jeans,845,1799,Boys Slim Fit Jeans,Sizes: 8-9Y,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-boys-slim-fit-light-fade-stretchable-jeans/28157094/buy
Flying Machine,1199,2499,Skinny Fit Cotton Jeans,Sizes: 36,https://www.myntra.comjeans/flying+machine/flying-machine-skinny-fit-cotton-cropped-jeans/25126324/buy
Roadster,883,2599,Men Bootcut Jeans,Sizes: 36,https://www.myntra.comjeans/roadster/the-roadster-life-co-men-bootcut-low-distressed-light-fade-stretchable-jeans/25816372/buy
Levis,1819,3499,Men Slim Fit Jeans,Sizes: 28,https://www.myntra.comjeans/levis/levis-men-slim-fit-light-fade-stretchable-jeans/31573946/buy
Pantaloons Junior,719,899,Heavy Fade Regular Fit Jeans,Sizes: 7-8Y,https://www.myntra.comjeans/pantaloons+junior/pantaloons-junior-boys-heavy-fade-regular-fit-jeans/30886257/buy
glitchez,719,1999,Women Wide Leg Jeans,Sizes: 34,https://www.myntra.comjeans/glitchez/glitchez-women-panelled-super-wide-leg-jeans/31628540/buy
Levis,1563,3399,Men 512 Slim Fit Jeans,Sizes: 42,https://www.myntra.comjeans/levis/levis-men-512-slim-fit-light-fade-stretchable-jeans/25756708/buy
High Star,734,2099,Men Bootcut Jeans,Sizes: 30,https://www.myntra.comjeans/high+star/high-star-men-blue-bootcut-jeans/19821534/buy
RIVI,898,2899,Straight Fit High-Rise Jeans,Sizes: 34,https://www.myntra.comjeans/rivi/rivi-women-jean-straight-fit-high-rise-stretchable-jeans/32355035/buy
Levis,1379,2999,Men 511 Slim Fit Jeans,Sizes: 36,https://www.myntra.comjeans/levis/levis-men-511-slim-fit-heavy-fade-stretchable-jeans/25756808/buy
The Indian Garage Co,727,2599,Men Cargo Style Joggers,Sizes: 34,https://www.myntra.comjeans/the+indian+garage+co/the-indian-garage-co-men-light-fade-stretchable-cargo-style-joggers/32857552/buy
Roadster,805,2599,Men Straight Pure Cotton Jeans,Sizes: 30,https://www.myntra.comjeans/roadster/the-roadster-life-co-men-straight-fit-pure-cotton-jeans/31174884/buy
Jack & Jones,3499,4999,Men Wide Leg High-Rise Jeans,Sizes: 30,https://www.myntra.comjeans/jack+%26+jones/jack--jones-men-wide-leg-high-rise-mildly-distressed-light-fade-stretchable-jeans/32680690/buy
Nauti Nati,549,1499,Boys Cargo Jeans,Sizes: 3Y,https://www.myntra.comjeans/nauti+nati/nauti-nati-boys-jean-light-fade-stretchable-cargo-jeans/33398931/buy
Urbano Juniors,699,1399,Boys Solid Slim Fit Jeans,Sizes: 13-14Y,https://www.myntra.comjeans/urbano+juniors/urbano-juniors-boys-blue-solid-slim-fit-stretchable-jeans/20634630/buy
Jack & Jones,8399,11999,Relaxed Fit Cotton Jeans,Sizes: 34/32,https://www.myntra.comjeans/jack+%26+jones/jack--jones-men-relaxed-fit-mid-rise-light-fade-cotton-jeans/32665169/buy
Roadster,929,2999,Men Relaxed Fit Jeans,Sizes: 36,https://www.myntra.comjeans/roadster/the-roadster-lifestyle-co-men-relaxed-fit-jeans/31174954/buy
DOLCE CRUDO,1233,3245,Women Wide Leg High-Rise Jeans,Sizes: 34,https://www.myntra.comjeans/dolce+crudo/dolce-crudo-women-wide-leg-high-rise-clean-look-stretchable-jeans/29384850/buy
Pepe Jeans,2699,5999,Men Slim Fit Stretchable Jeans,Sizes: 30,https://www.myntra.comjeans/pepe+jeans/pepe-jeans-men-slim-fit-mildly-distressed-light-fade-whiskers-stretchable-jeans/27281702/buy
SPYKAR,967,2199,Women Skinny Fit Jeans,Sizes: 32,https://www.myntra.comjeans/spykar/spykar-women-skinny-fit-high-rise-stretchable-jeans/29882240/buy
Levis,2235,4299,Men 511 Slim Fit Jeans,Sizes: 40,https://www.myntra.comjeans/levis/levis-men-511-slim-fit-heavy-fade-stretchable-jeans/30189238/buy
Roadster,799,1999,Men Slim Fit Jeans,Sizes: 28,https://www.myntra.comjeans/roadster/the-roadster-life-co-men-slim-fit-stretchable-jeans/26040010/buy
HERE&NOW,985,3399,Men Pure Cotton Cargo Jeans,Sizes: 32,https://www.myntra.comjeans/here%26now/herenow-men-loose-relaxed-fit-pure-cotton-cargo-jeans/28600876/buy
Jack & Jones,4199,5999,Men Wide Leg Low-Rise Jeans,Sizes: 30,https://www.myntra.comjeans/jack+%26+jones/jack--jones-men-low-rise-straight-fit-light-fade-stretchable-jeans/32680028/buy
Flying Machine,1324,2499,Pure Cotton Stretchable Jeans,Sizes: 30,https://www.myntra.comjeans/flying+machine/flying-machine-men-light-fade-pure-cotton-stretchable-jeans/32694104/buy
glitchez,515,1199,Women Faded Straight Jeans,Sizes: 32,https://www.myntra.comjeans/glitchez/glitchez-women-dark-grunge-faded-straight-to-style-jeans/31520748/buy
